brand,jenis_mobil,tahun_kendaraan,warna,transmisi,kilometer,mesin_enginecc,bahan_bakar,dirakit,penumpang,pintu,harga
Toyota,Wagon,2019,Putih,Automatic,40000,2494,Pertamax,Complete Built Up (CBU),7,5,828000000
Toyota,Wagon,2009,Hitam,Automatic,97500,2362,Pertamax,Complete Built Up (CBU),7,5,259000000
Toyota,MPV,2020,Putih,Automatic,27500,1329,Pertamax,Complete Knock Down (CKD),7,5,168000000
BMW,Sedan,2005,Hitam,Automatic,97500,1995,Pertamax,Complete Knock Down (CKD),5,4,125000000
Mitsubishi,Wagon,2020,Silver,Automatic,37500,1499,Pertamax,Complete Knock Down (CKD),7,5,190000000
Honda,Hatchback,2016,Putih,Automatic,63000,1199,Pertamax,Complete Knock Down (CKD),5,5,127000000
Lexus,Wagon,2020,Hitam,Automatic,22500,3456,Pertamax,Complete Built Up (CBU),4,5,1675000000
Honda,Hatchback,2016,Merah,Manual,20000,1198,Pertamax,Complete Knock Down (CKD),5,5,109000000
Toyota,Hatchback,2017,Silver,Automatic,57500,1496,Pertamax,Complete Knock Down (CKD),5,5,158000000
Mazda,SUV,2019,Abu-abu,Automatic,52500,2488,Pertamax,Complete Built Up (CBU),5,5,365000000
Toyota,Wagon,2015,Hitam,Automatic,92500,2493,Pertamax,Complete Built Up (CBU),7,5,650000000
Mazda,Hatchback,2019,Putih,Automatic,67500,1998,Pertamax,Complete Built Up (CBU),5,5,328000000
Honda,Hatchback,2017,Abu-abu,Automatic,62500,1497,Pertamax,Complete Knock Down (CKD),5,5,182000000
Toyota,Wagon,2018,Putih,Automatic,62500,2494,Pertamax,Complete Built Up (CBU),7,5,850000000
Mitsubishi,SUV,2013,Lainnya,Automatic,132500,2477,Solar,Complete Built Up (CBU),7,5,259000000
Honda,MPV,2017,Silver,Automatic,132500,1496,Pertamax,Complete Knock Down (CKD),7,5,142000000
Toyota,Wagon,2017,Hitam,Automatic,62500,2494,Pertamax,Complete Built Up (CBU),7,5,725000000
Mercedes-Benz,Sedan,2022,Hitam,Automatic,22500,1496,Pertamax,Complete Knock Down (CKD),5,4,889000000
Honda,SUV,2019,Hitam,Automatic,37500,1799,Pertamax,Complete Knock Down (CKD),5,5,299000000
Honda,SUV,2013,Putih,Automatic,132500,2354,Pertamax,Complete Knock Down (CKD),5,5,189000000
Honda,SUV,2016,Hitam,Automatic,77500,1799,Pertamax,Complete Knock Down (CKD),5,5,208000000
Toyota,Pick-up,2022,Hitam,Manual,17500,2393,Solar,Complete Built Up (CBU),5,4,410000000
Toyota,SUV,2016,Hitam,Automatic,112500,2393,Solar,Complete Knock Down (CKD),7,5,340000000
Nissan,SUV,2014,Abu-abu,Automatic,92000,1498,Pertamax,Complete Knock Down (CKD),5,5,135000000
Toyota,Hatchback,2019,Merah,Automatic,46000,1496,Pertamax,Complete Knock Down (CKD),5,5,235000000
Toyota,MPV,2021,Silver,Manual,33000,1329,Pertamax,Complete Knock Down (CKD),7,5,195000000
Mercedes-Benz,Sedan,2016,Hitam,Automatic,37500,1991,Pertamax,Complete Built Up (CBU),5,4,630000000
Toyota,Wagon,2001,Coklat,Automatic,147500,4663,Pertamax,Complete Built Up (CBU),7,5,365000000
Lexus,SUV,2011,Hitam,Automatic,112500,5663,Pertamax,Complete Built Up (CBU),8,5,812000000
Toyota,Wagon,2015,Hitam,Automatic,82500,2494,Pertamax,Complete Built Up (CBU),7,5,595000000
Toyota,MPV,2018,Hitam,Automatic,37500,1998,Pertamax,Complete Knock Down (CKD),8,5,249000000
MG,Sedan,2022,Putih,Automatic,7500,1498,Pertamax,Complete Built Up (CBU),5,4,290000000
Mitsubishi,SUV,2013,Putih,Automatic,107500,2477,Solar,Complete Built Up (CBU),7,5,229000000
Lexus,SUV,2022,Hitam,Automatic,17500,1998,Pertamax,Complete Built Up (CBU),5,5,1128000000
Honda,SUV,2018,Putih,Automatic,37500,1498,Pertamax,Complete Knock Down (CKD),7,5,378000000
Mazda,SUV,2019,Hitam,Automatic,37500,2488,Pertamax,Complete Built Up (CBU),5,5,362000000
Honda,Hatchback,2012,Silver,Automatic,98000,1496,Pertamax,Complete Knock Down (CKD),5,5,130000000
Mitsubishi,Wagon,2019,Putih,Automatic,57419,1499,Pertamax,Complete Knock Down (CKD),7,5,200000000
Honda,Hatchback,2017,Putih,Automatic,87853,1199,Pertamax,Complete Knock Down (CKD),5,5,126000000
Toyota,MPV,2020,Putih,Automatic,57500,1329,Pertamax,Complete Knock Down (CKD),7,5,164000000
Toyota,MPV,2019,Hitam,Automatic,62500,1497,Pertamax,Complete Knock Down (CKD),7,5,192000000
Mercedes-Benz,SUV,2022,Putih,Automatic,2500,1332,Pertamax,Complete Built Up (CBU),5,5,788000000
Honda,SUV,2017,Abu-abu,Automatic,72500,1799,Pertamax,Complete Knock Down (CKD),5,5,235000000
Honda,Hatchback,2018,Kuning,Automatic,18000,1497,Pertamax,Complete Knock Down (CKD),5,5,249000000
Toyota,SUV,2020,Hitam,Automatic,10200,4461,Solar,Complete Built Up (CBU),8,5,2250000000
Daihatsu,MPV,2023,Abu-abu,Automatic,47500,1197,Pertamax,Complete Knock Down (CKD),7,5,135000000
Nissan,SUV,2014,Putih,Automatic,87500,1997,Pertamax,Complete Knock Down (CKD),5,5,168000000
Nissan,MPV,2014,Marun,Manual,130000,1498,Pertamax,Complete Knock Down (CKD),7,5,116000000
Toyota,MPV,2012,Putih,Automatic,167500,2362,Pertamax,Complete Built Up (CBU),7,5,298000000
Honda,SUV,2015,Abu-abu,Automatic,87500,1799,Pertamax,Complete Knock Down (CKD),5,5,238500000
Toyota,Hatchback,2022,Kuning,Automatic,7500,1496,Pertamax,Complete Knock Down (CKD),5,5,263000000
Toyota,MPV,2018,Hitam,Automatic,157500,1329,Pertamax,Complete Knock Down (CKD),7,5,145000000
Toyota,MPV,2014,Putih,Automatic,12500,2362,Pertamax,Complete Built Up (CBU),7,5,465000000
Honda,MPV,2016,Putih,Automatic,92500,2356,Pertamax,Complete Built Up (CBU),6,5,328000000
Daihatsu,SUV,2017,Putih,Automatic,72500,1496,Pertamax,Complete Knock Down (CKD),7,5,155000000
Toyota,MPV,2012,Silver,Automatic,112500,1496,Pertamax,Complete Knock Down (CKD),7,5,114000000
Toyota,Wagon,2023,Putih,Automatic,37500,1987,Pertamax,Complete Knock Down (CKD),8,5,363000000
Honda,SUV,2018,Lainnya,Automatic,42500,1498,Pertamax,Complete Knock Down (CKD),7,5,329000000
Suzuki,Hatchback,2017,Hitam,Automatic,82500,1491,Pertamax,Complete Built Up (CBU),5,5,167000000
Honda,MPV,2021,Putih,Automatic,62500,1496,Pertamax,Complete Knock Down (CKD),7,5,198000000
Toyota,SUV,2018,Hitam,Automatic,77500,1496,Pertamax,Complete Knock Down (CKD),7,5,199000000
Honda,Sedan,2017,Silver,Automatic,92500,2356,Pertamax,Complete Built Up (CBU),5,4,270000000
BMW,SUV,2019,Hitam,Automatic,37500,1998,Pertamax,Complete Knock Down (CKD),5,5,539000000
Honda,SUV,2022,Hitam,Automatic,17500,1498,Pertamax,Complete Knock Down (CKD),5,5,333000000
Mazda,Hatchback,2013,Hitam,Automatic,102000,1498,Pertamax,Complete Built Up (CBU),5,5,102000000
Honda,MPV,2018,Putih,Automatic,92500,2356,Pertamax,Complete Built Up (CBU),6,5,418000000
Honda,Hatchback,2018,Silver,Manual,32500,1199,Pertamax,Complete Knock Down (CKD),5,5,125000000
Mazda,Hatchback,2012,Hijau,Automatic,152500,1498,Pertamax,Complete Built Up (CBU),5,5,110000000
Ford,SUV,2015,Coklat,Automatic,102500,1499,Pertamax,Complete Built Up (CBU),5,5,119000000
Mercedes-Benz,SUV,2015,Hitam,Automatic,44000,1595,Pertamax,Complete Built Up (CBU),5,5,295000000
Honda,Hatchback,2018,Putih,Automatic,37500,1199,Pertamax,Complete Knock Down (CKD),5,5,140000000
Toyota,Wagon,2022,Silver,Automatic,12500,1496,Pertamax,Complete Knock Down (CKD),7,5,255000000
Daihatsu,MPV,2022,Putih,Manual,37500,1495,Pertamax,Complete Knock Down (CKD),8,5,187000000
Daihatsu,SUV,2015,Silver,Manual,112500,1495,Pertamax,Complete Knock Down (CKD),7,5,133000000
Toyota,MPV,2019,Silver,Automatic,82500,1998,Pertamax,Complete Knock Down (CKD),8,5,278000000
Toyota,Wagon,2022,Hitam,Automatic,37500,2494,Pertamax,Complete Built Up (CBU),7,5,1075000000
Toyota,Wagon,2020,Hitam,Automatic,37500,2494,Pertamax,Complete Built Up (CBU),7,5,925000000
Daihatsu,SUV,2012,Silver,Manual,12500,1495,Pertamax,Complete Knock Down (CKD),7,5,112999000
Mercedes-Benz,Sedan,2013,Silver,Automatic,42500,1796,Pertamax,Complete Knock Down (CKD),5,4,272000000
Daihatsu,SUV,2013,Putih,Manual,12500,1495,Pertamax,Complete Knock Down (CKD),7,5,127999000
Toyota,Wagon,2021,Putih,Automatic,27500,2494,Pertamax,Complete Built Up (CBU),7,5,1025000000
Mercedes-Benz,Coupe,2019,Putih,Automatic,12500,1991,Pertamax,Complete Built Up (CBU),4,2,1195000000
Mitsubishi,Wagon,2021,Hitam,Automatic,12500,1499,Pertamax,Complete Knock Down (CKD),7,5,229999000
BMW,SUV,2018,Hitam,Automatic,27500,1998,Pertamax,Complete Knock Down (CKD),5,5,678000000
Honda,Hatchback,2013,Hitam,Automatic,12500,1496,Pertamax,Complete Knock Down (CKD),5,5,149999000
BMW,Sedan,2020,Putih,Automatic,12500,1998,Pertamax,Complete Knock Down (CKD),5,4,668000000
Nissan,MPV,2015,Silver,Manual,107500,1498,Pertamax,Complete Knock Down (CKD),7,5,97000000
Daihatsu,Hatchback,2019,Abu-abu,Manual,47500,1197,Pertamax,Complete Knock Down (CKD),5,5,112000000
Mitsubishi,Wagon,2018,Hitam,Automatic,72500,1499,Pertamax,Complete Knock Down (CKD),7,5,187000000
Daihatsu,Hatchback,2022,Putih,Manual,12500,998,Pertamax,Complete Knock Down (CKD),5,5,115000000
Nissan,MPV,2017,Silver,Automatic,62500,1498,Pertamax,Complete Knock Down (CKD),7,5,129000000
Honda,SUV,2018,Hitam,Automatic,97000,1497,Pertamax,Complete Knock Down (CKD),7,5,169000000
Toyota,MPV,2010,Hitam,Automatic,107500,2362,Pertamax,Complete Built Up (CBU),7,5,245000000
Daihatsu,Hatchback,2022,Merah,Manual,17500,998,Pertamax,Complete Knock Down (CKD),5,5,115000000
Suzuki,Hatchback,2017,Putih,Automatic,112500,1197,Pertamax,Complete Built Up (CBU),5,5,129000000
Toyota,Wagon,2020,Hitam,Automatic,42500,2494,Pertamax,Complete Built Up (CBU),7,5,950000000
Toyota,SUV,2020,Putih,Automatic,57500,1496,Pertamax,Complete Knock Down (CKD),7,5,213000000
Honda,Hatchback,2022,Kuning,Automatic,12500,1199,Pertamax,Complete Knock Down (CKD),5,5,166000000
Mercedes-Benz,Sedan,2015,Hitam,Automatic,32500,2996,Pertamax,Complete Built Up (CBU),5,4,798000000
Suzuki,Wagon,2021,Putih,Automatic,25431,1462,Pertamax,Complete Knock Down (CKD),7,5,213000000
Toyota,MPV,2018,Hitam,Automatic,27500,2393,Solar,Complete Knock Down (CKD),8,5,350000000
Toyota,Wagon,2021,Putih,Automatic,32500,1798,Pertamax,Complete Built Up (CBU),5,5,406000000
Toyota,MPV,2015,Abu-abu,Automatic,122500,1329,Pertamax,Complete Knock Down (CKD),7,5,133000000
Toyota,MPV,2017,Hitam,Automatic,102500,1329,Pertamax,Complete Knock Down (CKD),7,5,133000000
Mitsubishi,Wagon,2019,Putih,Manual,12500,1499,Pertamax,Complete Knock Down (CKD),7,5,184999000
Honda,MPV,2012,Putih,Automatic,12500,1497,Pertamax,Complete Knock Down (CKD),7,5,144999000
Mitsubishi,SUV,2016,Abu-abu,Automatic,22500,2442,Solar,Complete Built Up (CBU),7,5,374999000
Toyota,SUV,2021,Hitam,Automatic,72500,1496,Pertamax,Complete Knock Down (CKD),7,5,215000000
Mazda,SUV,2019,Merah,Automatic,45841,2488,Pertamax,Complete Built Up (CBU),5,5,409000000
Honda,SUV,2021,Putih,Automatic,32000,1799,Pertamax,Complete Knock Down (CKD),5,5,360000000
Toyota,SUV,2020,Hitam,Automatic,75000,2393,Solar,Complete Knock Down (CKD),7,5,448000000
Mitsubishi,SUV,2010,Marun,Automatic,160000,2477,Solar,Complete Built Up (CBU),7,5,195000000
Toyota,Hatchback,2010,Putih,Automatic,114000,1497,Pertamax,Complete Built Up (CBU),5,5,112000000
Daihatsu,SUV,2011,Silver,Manual,12500,1495,Pertamax,Complete Knock Down (CKD),7,5,119999000
Toyota,Wagon,2021,Abu-abu,Automatic,32500,996,Pertamax,Complete Knock Down (CKD),5,5,225000000
Ford,SUV,2014,Orange,Automatic,67500,1499,Pertamax,Complete Built Up (CBU),5,5,115000000
Nissan,MPV,2009,Abu-abu,Manual,115000,1498,Pertamax,Complete Knock Down (CKD),7,5,70000000
Wuling,Wagon,2019,Hitam,Automatic,52500,1451,Pertamax,Complete Knock Down (CKD),7,5,155000000
Honda,Hatchback,2020,Putih,Automatic,32500,1498,Pertamax,Complete Built Up (CBU),5,5,475000000
Toyota,SUV,2019,Putih,Automatic,132500,1496,Pertamax,Complete Knock Down (CKD),7,5,185000000
Suzuki,Hatchback,2019,Merah,Automatic,22500,1373,Pertamax,Complete Built Up (CBU),5,5,160000000
Suzuki,Hatchback,2019,Biru,Manual,67500,1197,Pertamax,Complete Built Up (CBU),5,5,108000000
Toyota,Wagon,2023,Putih,Automatic,2500,1986,Pertamax,Complete Built Up (CBU),7,5,570000000
Toyota,Wagon,2015,Putih,Automatic,82500,2494,Pertamax,Complete Built Up (CBU),7,5,450000000
Toyota,MPV,2017,Silver,Manual,42500,1329,Pertamax,Complete Knock Down (CKD),7,5,141000000
Mazda,Wagon,2017,Merah,Automatic,32500,1998,Pertamax,Complete Built Up (CBU),5,5,288000000
Toyota,Sedan,2020,Hitam,Automatic,37500,1798,Pertamax,Complete Built Up (CBU),5,4,320000000
Toyota,Wagon,2023,Putih,Automatic,100,1986,Pertamax,Complete Built Up (CBU),7,5,570000000
Suzuki,Hatchback,2016,Silver,Manual,47500,998,Pertamax,Complete Knock Down (CKD),5,5,65000000
Suzuki,Hatchback,2018,Silver,Automatic,52500,1373,Pertamax,Complete Built Up (CBU),5,5,159000000
Toyota,Hatchback,2019,Abu-abu,Automatic,32500,1496,Pertamax,Complete Knock Down (CKD),5,5,199000000
Toyota,Wagon,2022,Putih,Automatic,15000,996,Pertamax,Complete Knock Down (CKD),5,5,215000000
Toyota,SUV,2019,Putih,Automatic,132000,1496,Pertamax,Complete Knock Down (CKD),7,5,185000000
Honda,Hatchback,2012,Hitam,Automatic,105000,1496,Pertamax,Complete Knock Down (CKD),5,5,125000000
Toyota,Wagon,2019,Merah,Automatic,84000,1798,Pertamax,Complete Built Up (CBU),5,5,340000000
Toyota,Wagon,2018,Putih,Automatic,17500,2494,Pertamax,Complete Built Up (CBU),7,5,845000000
Toyota,Hatchback,2012,Putih,Automatic,100483,1497,Pertamax,Complete Built Up (CBU),5,5,117000000
Toyota,Hatchback,2022,Merah,Automatic,2500,1496,Pertamax,Complete Knock Down (CKD),5,5,1090000000
Mazda,SUV,2019,Abu-abu,Automatic,36000,2488,Pertamax,Complete Built Up (CBU),5,5,348000000
Toyota,SUV,2019,Hitam,Automatic,42500,2393,Solar,Complete Knock Down (CKD),7,5,369000000
Nissan,MPV,2012,Emas,Automatic,147500,1498,Pertamax,Complete Knock Down (CKD),7,5,85000000
Nissan,MPV,2012,Abu-abu,Automatic,127500,1498,Pertamax,Complete Knock Down (CKD),7,5,88000000
Suzuki,Hatchback,2019,Putih,Automatic,112500,1373,Pertamax,Complete Built Up (CBU),5,5,135000000
Toyota,SUV,2019,Putih,Automatic,77500,1496,Pertamax,Complete Knock Down (CKD),7,5,182000000
Suzuki,Hatchback,2016,Silver,Manual,47500,998,Pertamax,Complete Knock Down (CKD),2,5,65000000
Toyota,Wagon,2023,Hitam,Automatic,2500,1987,Pertamax,Complete Knock Down (CKD),7,5,547000000
Daihatsu,Hatchback,2018,Ungu,Manual,20000,1329,Pertamax,Complete Built Up (CBU),5,5,151000000
Honda,SUV,2022,Abu-abu,Automatic,4000,1497,Pertamax,Complete Knock Down (CKD),7,5,245000000
Honda,Hatchback,2021,Merah,Automatic,10000,1498,Pertamax,Complete Knock Down (CKD),5,5,256000000
Mitsubishi,SUV,2018,Hitam,Automatic,62000,1998,Pertamax,Complete Knock Down (CKD),5,5,238500000
Nissan,Sedan,2013,Putih,Automatic,97500,2496,Pertamax,Complete Built Up (CBU),5,4,123000000
Toyota,Hatchback,2019,Putih,Manual,20000,1197,Pertamax,Complete Knock Down (CKD),5,5,115000000
Chevrolet,SUV,2018,Hitam,Automatic,42500,2455,Solar,Complete Built Up (CBU),7,5,299000000
MINI,Hatchback,2020,Hijau,Automatic,2500,1998,Pertamax,Complete Built Up (CBU),4,3,795000000
Toyota,SUV,2017,Hitam,Automatic,77500,2693,Pertamax,Complete Built Up (CBU),7,5,825000000
Mitsubishi,SUV,2023,Hitam,Automatic,7500,2442,Solar,Complete Knock Down (CKD),7,5,558000000
Mitsubishi,Sedan,2012,Merah,Automatic,22500,1998,Pertamax,Complete Built Up (CBU),5,4,788000000
Toyota,MPV,2017,Putih,Automatic,132500,1998,Pertamax,Complete Knock Down (CKD),8,5,248000000
Toyota,SUV,2011,Hitam,Automatic,52500,3956,Pertamax,Complete Built Up (CBU),5,5,1288000000
Mazda,Sedan,2019,Putih,Automatic,57500,2488,Pertamax,Complete Built Up (CBU),5,5,450000000
Isuzu,SUV,2021,Putih,Manual,27500,2499,Solar,Complete Built Up (CBU),7,5,418000000
Honda,SUV,2019,Hitam,Automatic,47500,1498,Pertamax,Complete Knock Down (CKD),7,5,365000000
Honda,MPV,2018,Hitam,Automatic,107500,2356,Pertamax,Complete Built Up (CBU),6,5,425000000
Toyota,MPV,2022,Hitam,Automatic,17500,1496,Pertamax,Complete Knock Down (CKD),7,5,202000000
Toyota,Wagon,2022,Hitam,Automatic,12500,1496,Pertamax,Complete Knock Down (CKD),7,5,233000000
Toyota,Wagon,2020,Merah,Automatic,12500,1798,Pertamax,Complete Built Up (CBU),5,5,370000000
Toyota,MPV,2022,Hitam,Automatic,22500,1496,Pertamax,Complete Knock Down (CKD),7,5,202000000
Honda,SUV,2022,Hitam,Automatic,22500,1498,Pertamax,Complete Knock Down (CKD),7,5,255000000
Toyota,SUV,2018,Silver,Automatic,37500,1496,Pertamax,Complete Knock Down (CKD),7,5,195000000
Mercedes-Benz,SUV,2018,Biru,Automatic,27500,1991,Pertamax,Complete Knock Down (CKD),5,5,610000000
Suzuki,MPV,2017,Putih,Manual,62500,1373,Pertamax,Complete Knock Down (CKD),7,5,139000000
Toyota,Hatchback,2022,Abu-abu,Manual,22500,1197,Pertamax,Complete Knock Down (CKD),5,5,130000000
Toyota,SUV,2016,Putih,Automatic,62000,2393,Solar,Complete Knock Down (CKD),7,5,347000000
Daihatsu,SUV,2018,Hitam,Automatic,42500,1496,Pertamax,Complete Knock Down (CKD),7,5,175000000
Nissan,MPV,2011,Lainnya,Automatic,82500,1498,Pertamax,Complete Knock Down (CKD),7,5,80000000
Honda,SUV,2021,Putih,Automatic,26000,1497,Pertamax,Complete Knock Down (CKD),5,5,245000000
Honda,SUV,2021,Hitam,Automatic,2500,1498,Pertamax,Complete Knock Down (CKD),7,5,519500000
Land Rover,SUV,2012,Putih,Automatic,52500,1999,Pertamax,Complete Built Up (CBU),5,5,500000000
Mitsubishi,Wagon,2021,Putih,Manual,34000,1499,Pertamax,Complete Knock Down (CKD),7,5,235000000
Honda,Hatchback,2019,Putih,Automatic,32500,1199,Pertamax,Complete Knock Down (CKD),5,5,145000000
Wuling,Wagon,2019,Abu-abu,Automatic,12500,1451,Pertamax,Complete Knock Down (CKD),7,5,148000000
Toyota,Pick-up,2015,Putih,Automatic,62500,2494,Solar,Complete Built Up (CBU),5,4,400000000
Honda,SUV,2019,Abu-abu,Automatic,47500,1497,Pertamax,Complete Knock Down (CKD),5,5,225000000
Honda,Hatchback,2018,Orange,Automatic,67500,1497,Pertamax,Complete Knock Down (CKD),5,5,210000000
Honda,SUV,2022,Silver,Automatic,17500,1498,Pertamax,Complete Knock Down (CKD),5,5,355000000
Toyota,SUV,2012,Hitam,Automatic,107500,4461,Solar,Complete Built Up (CBU),8,5,1250000000
Toyota,SUV,2021,Putih,Manual,47500,1496,Pertamax,Complete Knock Down (CKD),7,5,230000000
Toyota,MPV,2018,Putih,Automatic,82500,1197,Pertamax,Complete Knock Down (CKD),7,5,215000000
Honda,MPV,2014,Hitam,Automatic,69000,2356,Pertamax,Complete Built Up (CBU),6,5,295000000
Toyota,SUV,2018,Putih,Manual,79000,1496,Pertamax,Complete Knock Down (CKD),7,5,217000000
Toyota,Hatchback,2020,Putih,Manual,17500,1197,Pertamax,Complete Knock Down (CKD),5,5,135000000
Honda,SUV,2019,Hitam,Manual,10000,1497,Pertamax,Complete Knock Down (CKD),7,5,189000000
Toyota,MPV,2022,Silver,Automatic,7500,1496,Pertamax,Complete Knock Down (CKD),7,5,220000000
Honda,MPV,2017,Abu-abu,Automatic,67500,1496,Pertamax,Complete Knock Down (CKD),7,5,150000000
Mitsubishi,Wagon,2022,Abu-abu,Automatic,12500,1499,Pertamax,Complete Knock Down (CKD),7,5,295000000
Honda,Wagon,2023,Putih,Automatic,17500,1498,Pertamax,Complete Knock Down (CKD),5,5,265000000
Daihatsu,Wagon,2023,Abu-abu,Automatic,17500,1198,Pertamax,Complete Knock Down (CKD),5,5,194000000
Honda,Hatchback,2021,Putih,Automatic,17500,1498,Pertamax,Complete Knock Down (CKD),5,5,254000000
Suzuki,Hatchback,2019,Putih,Manual,42500,998,Pertamax,Complete Knock Down (CKD),5,5,99000000
Toyota,MPV,2017,Hitam,Manual,92500,1329,Pertamax,Complete Knock Down (CKD),7,5,155000000
Toyota,Wagon,2015,Hitam,Automatic,62500,2493,Pertamax,Complete Built Up (CBU),7,5,645000000
Toyota,MPV,2019,Hitam,Automatic,57500,1998,Pertamax,Complete Knock Down (CKD),8,5,263000000
Mercedes-Benz,SUV,2017,Putih,Automatic,77500,1991,Pertamax,Complete Knock Down (CKD),5,5,490000000
Daihatsu,MPV,2015,Putih,Manual,152500,1329,Pertamax,Complete Knock Down (CKD),7,5,118000000
Toyota,Sedan,2020,Hitam,Automatic,37500,1798,Pertamax,Complete Built Up (CBU),5,4,335000000
Porsche,Hatchback,2011,Merah,Automatic,14232,4806,Pertamax,Complete Built Up (CBU),4,4,990000000
Mitsubishi,SUV,2013,Hitam,Automatic,87500,2477,Solar,Complete Built Up (CBU),7,5,295000000
Porsche,Hatchback,2014,Hitam,Automatic,8000,2997,Pertamax,Complete Built Up (CBU),4,4,1225000000
Toyota,MPV,2014,Silver,Automatic,57500,2362,Pertamax,Complete Built Up (CBU),7,5,385000000
Toyota,MPV,2019,Silver,Manual,47500,1329,Pertamax,Complete Knock Down (CKD),7,5,152000000
Toyota,MPV,2014,Putih,Automatic,122500,1987,Pertamax,Complete Knock Down (CKD),7,5,178000000
Suzuki,Wagon,2022,Hitam,Automatic,22500,1462,Pertamax,Complete Knock Down (CKD),7,5,229000000
Toyota,SUV,2019,Hitam,Automatic,57000,2393,Solar,Complete Knock Down (CKD),7,5,380000000
Mercedes-Benz,SUV,2018,Hitam,Automatic,37000,2996,Pertamax,Complete Knock Down (CKD),5,5,795000000
Honda,SUV,2016,Putih,Automatic,53000,1497,Pertamax,Complete Knock Down (CKD),7,5,149000000
Mitsubishi,SUV,2011,Abu-abu,Automatic,187500,2477,Solar,Complete Built Up (CBU),7,5,179000000
Mazda,SUV,2015,Silver,Automatic,102500,2488,Pertamax,Complete Built Up (CBU),5,5,231000000
Toyota,Hatchback,2017,Silver,Manual,52500,998,Pertamax,Complete Knock Down (CKD),5,5,123000000
Honda,SUV,2015,Abu-abu,Automatic,87500,1799,Pertamax,Complete Knock Down (CKD),5,5,240000000
Toyota,MPV,2016,Hitam,Automatic,117500,1197,Pertamax,Complete Knock Down (CKD),7,5,100000000
Toyota,SUV,2019,Hitam,Automatic,62500,2393,Solar,Complete Knock Down (CKD),7,5,400000000
Honda,SUV,2016,Putih,Automatic,53000,1497,Pertamax,Complete Knock Down (CKD),5,5,173000000
Honda,Hatchback,2023,Biru,Manual,2500,1996,Pertamax,Complete Built Up (CBU),4,5,1199000000
Toyota,Wagon,2023,Hitam,Automatic,27500,1987,Pertamax,Complete Knock Down (CKD),8,5,360000000
Toyota,MPV,2017,Putih,Automatic,97500,1497,Pertamax,Complete Knock Down (CKD),7,5,149900000
Honda,Sedan,2018,Putih,Automatic,29000,1498,Pertamax,Complete Built Up (CBU),5,4,325000000
Honda,SUV,2022,Hitam,Automatic,7500,1498,Pertamax,Complete Knock Down (CKD),5,5,348000000
Daihatsu,MPV,2013,Putih,Automatic,110000,1298,Pertamax,Complete Knock Down (CKD),7,5,105000000
Toyota,MPV,2019,Silver,Automatic,117000,1329,Pertamax,Complete Knock Down (CKD),7,5,160000000
Honda,Hatchback,2019,Hitam,Automatic,32500,1497,Pertamax,Complete Knock Down (CKD),5,5,269000000
BMW,SUV,2021,Putih,Automatic,27500,1499,Pertamax,Complete Knock Down (CKD),5,5,617000000
Toyota,Wagon,2017,Putih,Automatic,77500,2494,Pertamax,Complete Built Up (CBU),7,5,737000000
Lexus,Wagon,2022,Hitam,Automatic,3500,3456,Pertamax,Complete Built Up (CBU),4,5,2567000000
Toyota,Wagon,2019,Hitam,Automatic,87500,1986,Pertamax,Complete Built Up (CBU),7,5,319000000
Honda,SUV,2022,Abu-abu,Automatic,27500,1498,Pertamax,Complete Knock Down (CKD),7,5,258000000
Mercedes-Benz,Wagon,2021,Putih,Automatic,10000,2999,Pertamax,Complete Knock Down (CKD),7,5,1445000000
Daihatsu,Pick-up,2020,Hitam,Manual,62500,1298,Pertamax,Complete Knock Down (CKD),3,2,103000000
Mazda,Wagon,2018,Putih,Automatic,77500,1998,Pertamax,Complete Built Up (CBU),5,5,266000000
Toyota,Wagon,2022,Putih,Automatic,12500,996,Pertamax,Complete Knock Down (CKD),5,5,215000000
Honda,MPV,2016,Hitam,Automatic,72500,2356,Pertamax,Complete Built Up (CBU),6,5,330000000
Toyota,MPV,2016,Hitam,Automatic,87500,1197,Pertamax,Complete Knock Down (CKD),7,5,98000000
Honda,Hatchback,2020,Merah,Automatic,37500,1497,Pertamax,Complete Knock Down (CKD),5,5,240000000
Suzuki,MPV,2023,Lainnya,Automatic,7500,1462,Pertamax,Complete Knock Down (CKD),7,5,198000000
Suzuki,MPV,2022,Hitam,Automatic,12500,1462,Pertamax,Complete Knock Down (CKD),7,5,220000000
Honda,Hatchback,2020,Merah,Automatic,32500,1199,Pertamax,Complete Knock Down (CKD),5,5,153000000
Toyota,Hatchback,2019,Hitam,Automatic,27500,1496,Pertamax,Complete Knock Down (CKD),5,5,209000000
Toyota,Wagon,2021,Kuning,Automatic,17500,996,Pertamax,Complete Knock Down (CKD),5,5,206000000
Toyota,Sedan,2022,Hitam,Automatic,17500,1798,Pertamax,Complete Built Up (CBU),5,4,361000000
Mazda,SUV,2015,Putih,Automatic,77500,2488,Pertamax,Complete Built Up (CBU),5,5,210000000
Daihatsu,Hatchback,2022,Putih,Automatic,7500,1197,Pertamax,Complete Knock Down (CKD),5,5,138000000
Daihatsu,Hatchback,2020,Orange,Automatic,37500,1197,Pertamax,Complete Knock Down (CKD),5,5,130000000
Toyota,MPV,2017,Silver,Manual,87500,1197,Pertamax,Complete Knock Down (CKD),7,5,109000000
